Song,Artist,Popularity,URI
coordinate,Travis Scott,65,0Y5tJX1MQlPlqiwlOH1tJY
through the late night,Travis Scott,68,0Y5tJX1MQlPlqiwlOH1tJY
beibs in the trap,Travis Scott,71,0Y5tJX1MQlPlqiwlOH1tJY
sdp interlude,Travis Scott,83,0Y5tJX1MQlPlqiwlOH1tJY
goosebumps,Travis Scott,87,0Y5tJX1MQlPlqiwlOH1tJY
lose,Travis Scott,61,0Y5tJX1MQlPlqiwlOH1tJY
guidance,Travis Scott,59,0Y5tJX1MQlPlqiwlOH1tJY
wonderful,Travis Scott,67,0Y5tJX1MQlPlqiwlOH1tJY
Bitch Better Have My Money,Rihanna,79,5pKCCKE2ajJHZ9KAiaK11H
Bitchuary (Remix) [feat. Wiz Khalifa & A Boogie Wit da Hoodie],Shordie Shordie,37,5fyvTyetDr7gvLafBsEEhU
PICK UP (feat. Quavo),DaBaby,59,4r63FhuTkUYltbVAg5TQnk
LIGHTSKIN SH*T (feat. Future & jetsonmade),DaBaby,49,4r63FhuTkUYltbVAg5TQnk
SAD SH*T,DaBaby,45,4r63FhuTkUYltbVAg5TQnk
FIND MY WAY,DaBaby,58,4r63FhuTkUYltbVAg5TQnk
ROCKSTAR (feat. Roddy Ricch),DaBaby,79,4r63FhuTkUYltbVAg5TQnk
JUMP (feat. YoungBoy Never Broke Again),DaBaby,57,4r63FhuTkUYltbVAg5TQnk
DROP (feat. A Boogie wit da Hoodie & London On Da Track),DaBaby,47,4r63FhuTkUYltbVAg5TQnk
BLAME IT ON BABY,DaBaby,51,4r63FhuTkUYltbVAg5TQnk
BLIND (feat. Young Thug),DaBaby,60,4r63FhuTkUYltbVAg5TQnk
TLC (feat. Gunna),DaBaby,44,4r63FhuTkUYltbVAg5TQnk
GO FIRST (feat. Stunna 4 Vegas & Rich Dunk),DaBaby,43,4r63FhuTkUYltbVAg5TQnk
AMAZING GRACE,DaBaby,36,4r63FhuTkUYltbVAg5TQnk
Bleed It,Blueface,0,3Fl1V19tmjt57oBdxXKAjJ
Ivy,Frank Ocean,82,2h93pZq0e7k5yf4dywlkpM
Godspeed,Frank Ocean,75,2h93pZq0e7k5yf4dywlkpM
Blueberry Faygo,Lil Mosey,73,5zctI4wO9XSKS8XwcnqEHk
Empire State Of Mind,JAY-Z,84,3nFkdlSjzX9mRTtwJOzDYB
Boof Pack,Lil Mosey,0,5zctI4wO9XSKS8XwcnqEHk
Trouble,J. Cole,0,6l3HvQ5sa6mXTsMTB19rO5
Sick (feat. DaBaby),Rich The Kid,38,1pPmIToKXyGdsCF6LmqLmI
Far From You,Rich The Kid,41,1pPmIToKXyGdsCF6LmqLmI
Money Talk (feat. YoungBoy Never Broke Again),Rich The Kid,49,1pPmIToKXyGdsCF6LmqLmI
Stuck Together (feat. Lil Baby),Rich The Kid,41,1pPmIToKXyGdsCF6LmqLmI
Bounce Out With That,YBN Nahmir,0,3gGUMEwIX6XodWsYEvKSal
Break Shit,Jasiah,58,7502fDxg339jvGV08Jd4R0
Bring It Back,Rich The Kid,38,1pPmIToKXyGdsCF6LmqLmI
Broccoli,DRAM,67,5M0lbkGluOPXLeFjApw8r8
Brothers (feat. Luh Kel),Bankrol Hayden,64,0Yr4BBpK2dkCp2UsrJ9LZN
One Two,Ugly God,50,3Fdm9TFJQCLmC3AWMuGExi
Butterfly Doors,Lil Pump,46,3wyVrVrFCkukjdVIdirGVY
Butter Pecan - Bonus Track,YNW Melly,51,1cNDP5yjU5vjeR8qMf4grg
Look Back,Diplo,32,5fMUXHkw8R8eOP2RNVYEZX
Wish,Diplo,65,5fMUXHkw8R8eOP2RNVYEZX
Camelot,NLE Choppa,68,0ErzCpIMyLcjPiwT4elrtZ
Cameras,Jay Critch,47,6Av6GMCOznZIlHuNcBWgf4
Bonfire,Childish Gambino,0,73sIBHcqh3Z3NyqHKZ7FOL
Can't Feel My Legs,Don Toliver,0,4Gso3d4CscCijv0lmajZWs
CAPO,NLE Choppa,1,0ErzCpIMyLcjPiwT4elrtZ
Carbonated Water,Ski Mask The Slump God,56,2rhFzFmezpnW82MNqEKVry
The Motion,Drake,64,3TVXtAsR1Inumwj472S9r4
Caroline,Aminé,0,3Gm5F95VdRxW3mqCn8RPBJ
Back At It (feat. Lil Baby),Lil Mosey,41,5zctI4wO9XSKS8XwcnqEHk
Going Bad (feat. Drake),Meek Mill,81,20sxb77xiYeusSH8cVdatc
Heart Attack,Scarlxrd,63,6rYogEVj60BCIsLukpAnwr
Cheryl,Yung Gravy,56,2YOYua8FpudSEiB9s88IgQ
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,77,2hWs22BmQkK4czFtDLnar2
Chopsticks,Almighty Jay,48,2HWXxzgBIr0RMSZmvMZeJU
CoCo,O.T. Genasis,62,1Zatb2YN4erBOoSivOXc0o
Code of Ethics,Chris Patrick,18,6wFu8qYepLnl61GixCI5cu
Work Out,J. Cole,84,6l3HvQ5sa6mXTsMTB19rO5
All Falls Down,Kanye West,82,5K4W6rqBFWDnAN6FQUkS6x
Jesus Walks,Kanye West,73,5K4W6rqBFWDnAN6FQUkS6x
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,69,1anyVhU62p31KFi8MEzkbf
"Blessings (feat. Ty Dolla $ign, Anderson .Paak, BJ The Chicago Kid, Raury & Jamila Woods)",Chance the Rapper,53,1anyVhU62p31KFi8MEzkbf
Benz Truck (гелик),Lil Peep,2,2kCcBybjl3SAtIcwdWpUe3
Costa Rica,Bankrol Hayden,0,0Yr4BBpK2dkCp2UsrJ9LZN
Shotta Flow,NLE Choppa,62,0ErzCpIMyLcjPiwT4elrtZ
Slob on My Knob,Tear Da Club Up Thugs,0,6EXX0GpVsILp9TGCfu7AVG
Creeping (feat. Rich the Kid),Lil Skies,62,7d3WFRME3vBY2cgoP38RDo
T-Shirt,Migos,1,6oMuImdp5ZcFhWP0ESe6mG
Slippery (feat. Gucci Mane),Migos,1,6oMuImdp5ZcFhWP0ESe6mG
Deadz (feat. 2 Chainz),Migos,0,6oMuImdp5ZcFhWP0ESe6mG
Walk It Talk It,Migos,77,6oMuImdp5ZcFhWP0ESe6mG
Stir Fry,Migos,77,6oMuImdp5ZcFhWP0ESe6mG
Cut It (feat. Young Dolph),O.T. Genasis,59,1Zatb2YN4erBOoSivOXc0o
Cyfi?,Malz Monday,25,3qIFdbarxYx2moJbhM1pLy
Daddy (feat. Rich The Kid),Blueface,0,3Fl1V19tmjt57oBdxXKAjJ
DNA.,Kendrick Lamar,81,2YZyLoL8N0Wb9xBt1NhZWg
HUMBLE.,Kendrick Lamar,86,2YZyLoL8N0Wb9xBt1NhZWg
LOVE. FEAT. ZACARI.,Kendrick Lamar,85,2YZyLoL8N0Wb9xBt1NhZWg
Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,66,6Xgp2XMz1fhVYe7i6yNAax
Chicago Freestyle (feat. Giveon),Drake,82,3TVXtAsR1Inumwj472S9r4
D4L,Future,62,1RyvyyTE3xzB2ZywiAwp0i
Pain 1993 (with Playboi Carti),Drake,80,3TVXtAsR1Inumwj472S9r4
Losses,Drake,59,3TVXtAsR1Inumwj472S9r4
Demons (feat. Fivio Foreign & Sosa Geek),Drake,62,3TVXtAsR1Inumwj472S9r4
Blessings,Big Sean,64,0c173mlxpT3dSFRgMO8XPh
I Don't Fuck With You,Big Sean,77,0c173mlxpT3dSFRgMO8XPh
BILLY,6ix9ine,0,7gZfnEnfiaHzxARJ2LeXrf
KEKE,6ix9ine,62,7gZfnEnfiaHzxARJ2LeXrf
GOTTI,6ix9ine,65,7gZfnEnfiaHzxARJ2LeXrf
Dead Or Alive,Jazz Cartier,58,0sc5zYshOdiFD4ayqMrJbJ
Audi.,Smokepurpp,0,21dooacK2WGBB5amYvKyfM
What I Please (feat. Denzel Curry),Smokepurpp,0,21dooacK2WGBB5amYvKyfM
Death 2 Soundcloud,Kid Buu,39,0cIbGrllcQSKTM3AxUxHiL
Death (feat. DaBaby),Trippie Redd,54,6Xgp2XMz1fhVYe7i6yNAax
Maze,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Hear Me Calling,Juice WRLD,1,4MCBfE4596Uoi2O4DtmEMz
Flaws And Sins,Juice WRLD,1,4MCBfE4596Uoi2O4DtmEMz
Feeling,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
0'something,femdot.,0,7aGhkUVp7V3klWfTFe7AHS
Devastated,Joey Bada$$,0,2P5sC9cVZDToPxyomzF1UH
JAPAN,Famous Dex,68,0WOxhx4hikIsyF3CRPLC8W
Hoes Mad,Famous Dex,0,0WOxhx4hikIsyF3CRPLC8W
Through Da Storm,Polo G,74,6AgTAQt8XS6jRWi4sX7w49
ORANGE SODA,Baby Keem,83,5SXuuuRpukkTvsLuUknva1
R.I.P.,Playboi Carti,78,699OTQXzgjhIYAHMy9RyPD
Shoota (feat. Lil Uzi Vert),Playboi Carti,79,699OTQXzgjhIYAHMy9RyPD
Right Now (feat. Pi'erre Bourne),Playboi Carti,64,699OTQXzgjhIYAHMy9RyPD
Poke It Out (with Nicki Minaj),Playboi Carti,64,699OTQXzgjhIYAHMy9RyPD
FlatBed Freestyle,Playboi Carti,70,699OTQXzgjhIYAHMy9RyPD
Disingenuous,Flight,41,5e4gmiVV4XkRfnXhqRBEOk
Diva (feat. Lil Tecca),The Kid LAROI,69,2tIP7SsRs7vjIcLrU85W8J
DOORS UNLOCKED (feat. Ty Dolla $ign & Polo G),Murda Beatz,32,3CbYyyd8wH3RT6t0jwpdzC
Go Legend (& Metro Boomin),Big Sean,57,0c173mlxpT3dSFRgMO8XPh
Dreams and Nightmares,Meek Mill,77,20sxb77xiYeusSH8cVdatc
Business Is Business (Lil Baby & Gunna),Lil Baby,60,5f7VJjfbwm532GiveGC0ZK
"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,72,5f7VJjfbwm532GiveGC0ZK
Baby Birkin,Gunna,63,2hlmm7s2ICUX0LVIhVFlZQ
Who You Foolin,Gunna,70,2hlmm7s2ICUX0LVIhVFlZQ
Oh Okay (feat. Young Thug & Lil Baby),Gunna,0,2hlmm7s2ICUX0LVIhVFlZQ
Drip Too Hard,Lil Baby,0,5f7VJjfbwm532GiveGC0ZK
VALENTINO,24kGoldn,73,6fWVd57NKTalqvmjRd2t8Z
FEFE,6ix9ine,4,7gZfnEnfiaHzxARJ2LeXrf
KIKA,6ix9ine,0,7gZfnEnfiaHzxARJ2LeXrf
WAKA,6ix9ine,0,7gZfnEnfiaHzxARJ2LeXrf
MoshPit (feat. Juice WRLD),Kodak Black,61,46SHBwWsqBkxI7EeeBEQG7
Calling My Spirit,Kodak Black,69,46SHBwWsqBkxI7EeeBEQG7
Envy Me,Calboy,55,0HkcYmcjrBR3SCw9Ld5VZk
Myron,Lil Uzi Vert,71,4O15NlyKLIASxsJ0PrXPfz
Lotus,Lil Uzi Vert,55,4O15NlyKLIASxsJ0PrXPfz
Bean (Kobe) [feat. Chief Keef],Lil Uzi Vert,65,4O15NlyKLIASxsJ0PrXPfz
Yessirskiii,Lil Uzi Vert,69,4O15NlyKLIASxsJ0PrXPfz
Wassup (feat. Future),Lil Uzi Vert,55,4O15NlyKLIASxsJ0PrXPfz
Strawberry Peels (feat. Young Thug & Gunna),Lil Uzi Vert,59,4O15NlyKLIASxsJ0PrXPfz
Moon Relate,Lil Uzi Vert,54,4O15NlyKLIASxsJ0PrXPfz
Come This Way,Lil Uzi Vert,54,4O15NlyKLIASxsJ0PrXPfz
Trap This Way (This Way),Lil Uzi Vert,56,4O15NlyKLIASxsJ0PrXPfz
No Auto (feat. Lil Durk),Lil Uzi Vert,56,4O15NlyKLIASxsJ0PrXPfz
Money Spread (feat. Young Nudy),Lil Uzi Vert,56,4O15NlyKLIASxsJ0PrXPfz
Got The Guap (feat. Young Thug),Lil Uzi Vert,55,4O15NlyKLIASxsJ0PrXPfz
Leaders (feat. NAV),Lil Uzi Vert,57,4O15NlyKLIASxsJ0PrXPfz
1-800-273-8255,Logic,78,4xRYI6VqpkE3UwrDrAZL8L
Excitement,Trippie Redd,64,6Xgp2XMz1fhVYe7i6yNAax
Drama (feat. Drake),Roy Woods,8,7mDU6nMUJnOSY2Hkjz5oqM
Family Roots,Malz Monday,36,3qIFdbarxYx2moJbhM1pLy
Dead Locs,Blueface,0,3Fl1V19tmjt57oBdxXKAjJ
Thotiana,Blueface,0,3Fl1V19tmjt57oBdxXKAjJ
Respect My Cryppin’,Blueface,0,3Fl1V19tmjt57oBdxXKAjJ
Famous Hoes,NLE Choppa,68,0ErzCpIMyLcjPiwT4elrtZ
Father Of 4 (feat. Big Rube),Offset,44,4DdkRBBYG6Yk9Ka8tdJ9BW
How Did I Get Here (feat. J. Cole),Offset,55,4DdkRBBYG6Yk9Ka8tdJ9BW
Lick,Offset,57,4DdkRBBYG6Yk9Ka8tdJ9BW
Legacy (feat. Travis Scott & 21 Savage),Offset,64,4DdkRBBYG6Yk9Ka8tdJ9BW
Celebrate (feat. Travis Scott & Post Malone),DJ Khaled,59,0QHgL1lAIqAw0HtD7YldmP
MAYBE,The Kid LAROI,1,2tIP7SsRs7vjIcLrU85W8J
WRONG (feat. Lil Mosey),The Kid LAROI,2,2tIP7SsRs7vjIcLrU85W8J
SAME THING,The Kid LAROI,0,2tIP7SsRs7vjIcLrU85W8J
RUNNING,The Kid LAROI,0,2tIP7SsRs7vjIcLrU85W8J
Every Season,Roddy Ricch,64,757aE44tKEUQEqRuT6GnEB
Down Below,Roddy Ricch,74,757aE44tKEUQEqRuT6GnEB
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,0,7gZfnEnfiaHzxARJ2LeXrf
Trap Queen,Fetty Wap,77,6PXS4YHDkKvl1wkIl4V8DL
Again,Fetty Wap,68,6PXS4YHDkKvl1wkIl4V8DL
Fibonacci,Malz Monday,45,3qIFdbarxYx2moJbhM1pLy
Love Sosa,Chief Keef,1,15iVAtD3s3FsQR4w1v6M0P
Death Note,Lil Gnar,0,3EIX8WuD9ybB4ruz0MSilB
Flood My Wrist (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,50,31W5EY0aAly4Qieq6OFu6I
See You Again (feat. Kali Uchis),"Tyler, The Creator",93,4V8LLVI7PbaPR0K2TGSxFF
Boredom (feat. Rex Orange County & Anna of the North),"Tyler, The Creator",71,4V8LLVI7PbaPR0K2TGSxFF
FourFiveSeconds,Rihanna,80,5pKCCKE2ajJHZ9KAiaK11H
Fox 5 (feat. Gunna),Lil Keed,36,3uJx5SnOM59Li7lCxA3b29
Freaky,Tory Lanez,55,2jku7tDXc6XoB6MO2hFuqg
Freddy Krueger (feat. Tee Grizzley),YNW Melly,66,1cNDP5yjU5vjeR8qMf4grg
Free Youngboy,NLE Choppa,51,0ErzCpIMyLcjPiwT4elrtZ
Roses (with Juice WRLD feat. Brendon Urie),benny blanco,67,5CiGnKThu5ctn9pBxv7DGa
From The D To The A (feat. Lil Yachty),Tee Grizzley,72,6AUl0ykLLpvTktob97x9hO
Help (with Tory Lanez),Lil Wayne,42,55Aa2cqylxrFIXC767Z865
Multiple Flows (with Lil Uzi Vert),Lil Wayne,54,55Aa2cqylxrFIXC767Z865
Futsal Shuffle 2020,Lil Uzi Vert,64,4O15NlyKLIASxsJ0PrXPfz
Fine China,Future,73,1RyvyyTE3xzB2ZywiAwp0i
Make It Back,Juice WRLD,61,4MCBfE4596Uoi2O4DtmEMz
Ain't Livin Right (feat. Gunna),Future,57,1RyvyyTE3xzB2ZywiAwp0i
Hard Work Pays Off,Future,65,1RyvyyTE3xzB2ZywiAwp0i
Gasolina,EyeKeem,53,6c2i4ZVTRCYns5ywTK4B6v
Gassed Up,Nebu Kiniza,69,5lCY3tqdQxbeg5igSlObaT
Close Enough To Hurt,Rod Wave,0,45TgXXqMDdF8BkjA83OM7z
GRAVE,Lil Gnar,0,3EIX8WuD9ybB4ruz0MSilB
Martin & Gina,Polo G,83,6AgTAQt8XS6jRWi4sX7w49
Flex (feat. Juice WRLD),Polo G,74,6AgTAQt8XS6jRWi4sX7w49
Go Stupid,Polo G,79,6AgTAQt8XS6jRWi4sX7w49
Be Something,Polo G,66,6AgTAQt8XS6jRWi4sX7w49
GO (feat. Juice WRLD),The Kid LAROI,59,2tIP7SsRs7vjIcLrU85W8J
GOOBA,6ix9ine,3,7gZfnEnfiaHzxARJ2LeXrf
Lean Wit Me,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Wasted (feat. Lil Uzi Vert),Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Armed And Dangerous,Juice WRLD,78,4MCBfE4596Uoi2O4DtmEMz
Black & White,Juice WRLD,74,4MCBfE4596Uoi2O4DtmEMz
m.A.A.d city,Kendrick Lamar,70,2YZyLoL8N0Wb9xBt1NhZWg
GOODMORNINGTOKYO!,TOKYO’S REVENGE,51,5TbLOwv8BNnik3f03NZJlt
Because I Got High,Afroman,69,4Icvbp9RDt5aY2TWDOVDsr
Crazy Rap (Colt 45 & 2 Zig Zags),Afroman,74,4Icvbp9RDt5aY2TWDOVDsr
Stronger,Kanye West,6,5K4W6rqBFWDnAN6FQUkS6x
I Wonder,Kanye West,0,5K4W6rqBFWDnAN6FQUkS6x
Good Life,Kanye West,2,5K4W6rqBFWDnAN6FQUkS6x
Flashing Lights,Kanye West,6,5K4W6rqBFWDnAN6FQUkS6x
The Glory,Kanye West,0,5K4W6rqBFWDnAN6FQUkS6x
Gucci Flip Flops (feat. Lil Yachty),Bhad Bhabie,0,7DuTB6wdzqFJGFLSH17k8e
GUMMO,6ix9ine,51,7gZfnEnfiaHzxARJ2LeXrf
Yes Indeed,Lil Baby,83,5f7VJjfbwm532GiveGC0ZK
Southside,Lil Baby,61,5f7VJjfbwm532GiveGC0ZK
Life Goes On,Lil Baby,77,5f7VJjfbwm532GiveGC0ZK
Drop Out,Lil Pump,40,3wyVrVrFCkukjdVIdirGVY
Hatchback,Cochise,64,46HzS7yz0c9udVwtbHk1sx
Euphoria (feat. Travis Scott & Kaash Paige),Don Toliver,63,4Gso3d4CscCijv0lmajZWs
Cardigan,Don Toliver,76,4Gso3d4CscCijv0lmajZWs
After Party,Don Toliver,78,4Gso3d4CscCijv0lmajZWs
Company,Drake,65,3TVXtAsR1Inumwj472S9r4
Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,83,5BcAKTbp20cv7tC5VqPFoC
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,55,5BcAKTbp20cv7tC5VqPFoC
BIG,Young M.A,64,7LvoDJUNGnOrPdGRzVtOJ9
HIGHEST IN THE ROOM,Travis Scott,84,0Y5tJX1MQlPlqiwlOH1tJY
Solitaires (feat. Travis Scott),Future,64,1RyvyyTE3xzB2ZywiAwp0i
Trillionaire (feat. Youngboy Never Broke Again),Future,60,1RyvyyTE3xzB2ZywiAwp0i
All Bad (feat. Lil Uzi Vert),Future,57,1RyvyyTE3xzB2ZywiAwp0i
Enemies (feat. DaBaby),Post Malone,71,246dkjvS1zLTtiykXe5h60
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,77,246dkjvS1zLTtiykXe5h60
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,87,246dkjvS1zLTtiykXe5h60
Goodbyes (feat. Young Thug),Post Malone,82,246dkjvS1zLTtiykXe5h60
Wow.,Post Malone,84,246dkjvS1zLTtiykXe5h60
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,75,31W5EY0aAly4Qieq6OFu6I
Look Back at It,A Boogie Wit da Hoodie,79,31W5EY0aAly4Qieq6OFu6I
Hot N*gga,Bobby Shmurda,73,34Y0ldeyUv7jBvukWOGASO
Modern Slavery,Huncho Jack,60,6extd4B6hl8VTmnlhpl2bY
a lot,21 Savage,82,1URnnhqYAYcrqrcwql10ft
out for the night,21 Savage,59,1URnnhqYAYcrqrcwql10ft
1.5,21 Savage,63,1URnnhqYAYcrqrcwql10ft
all my friends,21 Savage,62,1URnnhqYAYcrqrcwql10ft
can't leave without it,21 Savage,75,1URnnhqYAYcrqrcwql10ft
ball w/o you,21 Savage,84,1URnnhqYAYcrqrcwql10ft
monster,21 Savage,61,1URnnhqYAYcrqrcwql10ft
4L,21 Savage,60,1URnnhqYAYcrqrcwql10ft
out for the night - part 2,21 Savage,62,1URnnhqYAYcrqrcwql10ft
I AM YOU,YNW Melly,48,1cNDP5yjU5vjeR8qMf4grg
Virtual (Blue Balenciagas),YNW Melly,69,1cNDP5yjU5vjeR8qMf4grg
YNW Home Invasion (feat. Lil Uzi Vert),YNW Melly,46,1cNDP5yjU5vjeR8qMf4grg
Murder on My Mind,YNW Melly,83,1cNDP5yjU5vjeR8qMf4grg
Mind on My Murder,YNW Melly,63,1cNDP5yjU5vjeR8qMf4grg
MAZEL TOV,IDK,46,6aiFCgyKNwF9Rv5TOxnE8E
LIVE FOR IT,IDK,27,6aiFCgyKNwF9Rv5TOxnE8E
10 Bands,Drake,68,3TVXtAsR1Inumwj472S9r4
Know Yourself,Drake,71,3TVXtAsR1Inumwj472S9r4
No Tellin',Drake,63,3TVXtAsR1Inumwj472S9r4
6 God,Drake,0,3TVXtAsR1Inumwj472S9r4
EARFQUAKE,"Tyler, The Creator",82,4V8LLVI7PbaPR0K2TGSxFF
A BOY IS A GUN*,"Tyler, The Creator",72,4V8LLVI7PbaPR0K2TGSxFF
I DON'T LOVE YOU ANYMORE,"Tyler, The Creator",67,4V8LLVI7PbaPR0K2TGSxFF
ARE WE STILL FRIENDS?,"Tyler, The Creator",82,4V8LLVI7PbaPR0K2TGSxFF
I Kill People,Ombre2Choc Nation,2,7sbiAes6kYSnNq5hLu38uf
I Know You (feat. Yung Pinch),Lil Skies,54,7d3WFRME3vBY2cgoP38RDo
I Love It (& Lil Pump),Kanye West,74,5K4W6rqBFWDnAN6FQUkS6x
Good Day,iann dior,62,6ASri4ePR7RlsvIQgWPJpS
I'm Not Racist,Joyner Lucas,52,6C1ohJrd5VydigQtaGy5Wa
gone girl,iann dior,67,6ASri4ePR7RlsvIQgWPJpS
i Shyne,Carnage,35,7CCjtD0hCK005Bvg2WG1a7
Isis,Joyner Lucas,60,6C1ohJrd5VydigQtaGy5Wa
Really Really,Kevin Gates,71,1gPhS1zisyXr5dHTYZyiMe
2 Phones,Kevin Gates,70,1gPhS1zisyXr5dHTYZyiMe
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,84,1U1el3k54VvEUzo3ybLPlM
iSpy,KYLE,0,4qBgvVog0wzW75IQ48mU7v
iSpy (feat. Kodak Black),KYLE,52,4qBgvVog0wzW75IQ48mU7v
Bank Account,21 Savage,79,1URnnhqYAYcrqrcwql10ft
Numb,21 Savage,0,1URnnhqYAYcrqrcwql10ft
Whole Lot,21 Savage,0,1URnnhqYAYcrqrcwql10ft
It's Up Freestyle,Lil Keed,49,3uJx5SnOM59Li7lCxA3b29
JACKBOYS,JACKBOYS,55,7A8S43ryYdbWpJKeHRZRcq
GANG GANG,JACKBOYS,68,7A8S43ryYdbWpJKeHRZRcq
HAD ENOUGH (feat. Quavo & Offset),Don Toliver,64,4Gso3d4CscCijv0lmajZWs
OUT WEST (feat. Young Thug),JACKBOYS,78,7A8S43ryYdbWpJKeHRZRcq
WHAT TO DO? (feat. Don Toliver),JACKBOYS,69,7A8S43ryYdbWpJKeHRZRcq
GATTI,JACKBOYS,77,7A8S43ryYdbWpJKeHRZRcq
Selah,Kanye West,64,5K4W6rqBFWDnAN6FQUkS6x
Follow God,Kanye West,78,5K4W6rqBFWDnAN6FQUkS6x
Closed On Sunday,Kanye West,64,5K4W6rqBFWDnAN6FQUkS6x
Lucky You (feat. Joyner Lucas),Eminem,75,7dGJo4pcD2V6oG8kP0tJRR
Keanu Reeves,Logic,0,4xRYI6VqpkE3UwrDrAZL8L
Nameless,Lil Keed,58,3uJx5SnOM59Li7lCxA3b29
Cudi Montage,KIDS SEE GHOSTS,63,2hPgGN4uhvXAxiXQBIXOmE
BOP,DaBaby,77,4r63FhuTkUYltbVAg5TQnk
VIBEZ,DaBaby,69,4r63FhuTkUYltbVAg5TQnk
TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,70,4r63FhuTkUYltbVAg5TQnk
KOD,J. Cole,68,6l3HvQ5sa6mXTsMTB19rO5
ATM,J. Cole,63,6l3HvQ5sa6mXTsMTB19rO5
Kevin’s Heart,J. Cole,76,6l3HvQ5sa6mXTsMTB19rO5
KOODA,6ix9ine,49,7gZfnEnfiaHzxARJ2LeXrf
Kung Fu,Cordae,0,0huGjMyP507tBCARyzSkrv
Lalala,Y2K,0,6USMTwO0MNDnKte5a5h0xx
Casper,Takeoff,73,3EW0kQ1skZiK1NHg3Spt9J
Hey Mama,Kanye West,64,5K4W6rqBFWDnAN6FQUkS6x
Laugh Now Cry Later (feat. Lil Durk),Drake,80,3TVXtAsR1Inumwj472S9r4
Leave Me Alone,Flipp Dinero,63,2HUwZ0kumzCSlhFcjFZfpp
Legends,Juice WRLD,73,4MCBfE4596Uoi2O4DtmEMz
Conversations,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
I Want It,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Fighting Demons,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Wishing Well,Juice WRLD,3,4MCBfE4596Uoi2O4DtmEMz
Stay High,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Can't Die,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
You Know How We Do It,Ice Cube,80,3Mcii5XWf6E0lrY3Uky4cA
Let Her Go,The Kid LAROI,63,2tIP7SsRs7vjIcLrU85W8J
Let Me Know (I Wonder Why Freestyle),Juice WRLD,81,4MCBfE4596Uoi2O4DtmEMz
Lies (feat. Lil Skies),Lil Xan,54,3EXdLajEO02ziZ90P90bSW
Life Is Good (feat. Drake),Future,78,1RyvyyTE3xzB2ZywiAwp0i
Lust,Lil Skies,74,7d3WFRME3vBY2cgoP38RDo
Nowadays (feat. Landon Cube),Lil Skies,68,7d3WFRME3vBY2cgoP38RDo
Ultralight Beam,Kanye West,71,5K4W6rqBFWDnAN6FQUkS6x
Father Stretch My Hands Pt. 1,Kanye West,86,5K4W6rqBFWDnAN6FQUkS6x
Pt. 2,Kanye West,70,5K4W6rqBFWDnAN6FQUkS6x
FML,Kanye West,67,5K4W6rqBFWDnAN6FQUkS6x
No More Parties In LA,Kanye West,74,5K4W6rqBFWDnAN6FQUkS6x
Saint Pablo,Kanye West,72,5K4W6rqBFWDnAN6FQUkS6x
Together,Trippie Redd,53,6Xgp2XMz1fhVYe7i6yNAax
Taking A Walk,Trippie Redd,78,6Xgp2XMz1fhVYe7i6yNAax
Missing My Idols,Trippie Redd,55,6Xgp2XMz1fhVYe7i6yNAax
Forever Ever,Trippie Redd,57,6Xgp2XMz1fhVYe7i6yNAax
Bird Shit,Trippie Redd,52,6Xgp2XMz1fhVYe7i6yNAax
BANG!,Trippie Redd,62,6Xgp2XMz1fhVYe7i6yNAax
How You Feel,Trippie Redd,50,6Xgp2XMz1fhVYe7i6yNAax
Dark Knight Dummo,Trippie Redd,72,6Xgp2XMz1fhVYe7i6yNAax
UKA UKA,Trippie Redd,57,6Xgp2XMz1fhVYe7i6yNAax
Shake It Up,Trippie Redd,63,6Xgp2XMz1fhVYe7i6yNAax
Oomps Revenge,Trippie Redd,53,6Xgp2XMz1fhVYe7i6yNAax
Underwater FlyZone,Trippie Redd,48,6Xgp2XMz1fhVYe7i6yNAax
Lift Yourself,Kanye West,63,5K4W6rqBFWDnAN6FQUkS6x
